StockCode,ProductName,Revenue,UnitsSold,Orders
85118,HEART T-LIGHT HOLDER,144.52,146,10
DCGSSGIRL,GIRLS PARTY BAG,144.43,47,13
21082,SET/20 FRUIT SALAD PAPER NAPKINS ,143.44,88,25
21368,MIRRORED WALL ART LADIES,143.28,163,33
84508B,STRIPES DESIGN TEDDY,142.79999999999998,56,30
20837,FRENCH FLORAL CUSHION COVER ,142.47,141,15
37479P,CUBIC MUG FLOCK PINK ON BROWN,142.23,163,32
22033,BOTANICAL ROSE GREETING CARD,141.95,337,22
21117,BLOND DOLL DOORSTOP,141.75,109,14
20774,GREEN FERN NOTEBOOK,141.23999999999998,86,44
20661,BLUE POLKADOT PURSE ,141.15,44,33
84796a,PINK HAWAIIAN PICNIC HAMPER FOR 2,141.10999999999999,17,12
20836,FRENCH PAISLEY CUSHION COVER,141.1,170,17
90164B,WHITE  ROSEBUD PEARL BRACELET,140.98,38,15
16054,POPART RECT PENCIL SHARPENER ASST,140.52,1166,33
90170,DAISY HAIR BAND,140.32999999999998,85,37
84744,S/6 SEW ON CROCHET FLOWERS,140.02,110,20
22125,UNION JACK HOT WATER BOTTLE ,139.86,13,3
23463,VINTAGE ZINC WATERING CAN,139.39999999999998,13,8
22876,NUMBER TILE COTTAGE GARDEN 8,138.81,61,20
75011,BLUE DAISY MOBILE,138.76,172,12
84192,ASSORTED COLOUR METAL CAT ,138.75,111,25
35922,EASTER BUNNY WREATH,138.6,28,10
23304,SET 4 PICNIC CUTLERY CHERRY ,138.45,71,9
79191B,RETRO PLASTIC POLKA TRAY,138.29999999999998,159,30
22877,NUMBER TILE COTTAGE GARDEN 9,138.10999999999999,63,19
90181B,AMETHYST GLASS/SHELL/PEARL NECKLACE,137.63,15,14
21736,GOLD SCROLL GLASS T-LIGHT HOLDER,137.22000000000003,80,5
20757,RED DAISY POCKET BOOK ,136.64,158,33
21637,ASSORTED SANSKRIT MINI NOTEBOOK,136.25,109,6
20758,ABSTRACT CIRCLES POCKET BOOK,135.15,159,42
84660c,PINK STITCHED WALL CLOCK,134.92,18,16
90073,VINTAGE ENAMEL & CRYSTAL EARRINGS,134.70000000000002,27,18
90115,SUMMER BUTTERFLIES BAG CHARM,134.53,54,31
21943,CAKES AND RABBITS DESIGN FLANNEL ,134.48999999999998,119,50
90028,NEW BAROQUE LARGE NECKLACE BLK/WHIT,134.16,16,14
46000U,POLYESTER FILLER PAD 30CMx30CM,133.75,107,26
72130,COLUMBIAN CANDLE ROUND,133.34,219,27
35921,EASTER BUNNY HANGING GARLAND,133.23,68,23
90208,PAIR OF PINK FLOWER CLUSTER SLIDE,132.7,53,37
62096A,PINK/YELLOW FLOWERS HANDBAG,132.5,106,8
21518,BANK ACCOUNT  GREETING  CARD ,132.44,318,38
90210D,PURPLE ACRYLIC FACETED BANGLE,132.05,107,8
85039a,SET/4 RED MINI ROSE CANDLE IN BOWL,131.81,40,29
90185A,AMBER DIAMANTE EXPANDABLE RING,131.03,31,13
90164A,PINK ROSEBUD PEARL BRACELET,130.67,27,14
90210C,RED   ACRYLIC FACETED BANGLE,130.51000000000002,99,10
84510a,SET OF 4 ENGLISH ROSE COASTERS,130.48,53,40
37467,PIG MUG IN TWO COLOUR DESIGNS,130.26999999999998,159,17
90000D,COPPER/OLIVE GREEN FLOWER NECKLACE,129.85,21,14
21281,VINTAGE KITCHEN PRINT SEAFOOD,129.63,43,14
20823,GOLD WINE GOBLET,129.56,164,8
47590b,PINK HAPPY BIRTHDAY BUNTING,129.48,12,9
72799C,PINK PILLAR CANDLE SILVER FLOCK,129.47,81,19
21400,RED PUDDING SPOON,128.63,881,72
20826,SILVER APERITIF GLASS,128.4,276,8
35638B,PINK/BLUE STRING CURTAIN ,128.32999999999998,57,5
90180A,BLACK+WHITE NECKLACE W TASSEL,127.24,17,9
85130A,BEADED PEARL HEART WHITE LARGE,127.04999999999998,77,10
79190D,RETRO PLASTIC DAISY TRAY,126.97999999999999,265,47
22887,NUMBER TILE VINTAGE FONT 8,126.78,78,23
23303,SET 4 PICNIC CUTLERY FONDANT,126.75,65,6
85067,CREAM SWEETHEART WALL CABINET,126.64999999999999,7,5
84846A,SCENTED CANDLE IN DIGITALIS TIN,126.04000000000002,56,13
23578,SNACK TRAY RED GINGHAM,125.72,60,14
84968a,SET OF 16 VINTAGE ROSE CUTLERY,125.32999999999998,5,3
22888,NUMBER TILE VINTAGE FONT 9 ,124.97999999999999,76,21
84228,HEN HOUSE W CHICK STANDING,124.08999999999999,297,27
23477,WOODLAND LARGE BLUE FELT HEART,123.47,92,13
37343,POLKADOT MUG PINK ,123.29999999999998,72,13
90058A,CRYSTAL STUD EARRINGS CLEAR DISPLAY,123.12,324,7
84906,PINK B'FLY C/COVER W BOBBLES,123.02,35,12
90195A,PURPLE GEMSTONE BRACELET,122.84,19,10
90070,RUBY GLASS CLUSTER BRACELET,122.64000000000001,20,14
85086A,CANDY SPOT HEART DECORATION,122.08,146,50
90129B,TURQUOISE GLASS TASSLE BAG CHARM ,121.38000000000001,57,20
37333,"RETRO ""TEA FOR ONE"" ",120.99,21,17
20845,ZINC HEART LATTICE 2 WALL PLANTER,120.64999999999999,19,11
21420,OYSTER TRINKET BOX,120.41,53,19
90173,PAIR BUTTERFLY HAIR CLIPS,120.34,32,17
90199C,5 STRAND GLASS NECKLACE CRYSTAL,120.28999999999999,19,10
23467,VINTAGE ZINC PLANTER  ,120.08000000000001,32,11
84800S,SMALL WHITE/PINK ROSE ART FLOWER,120.07000000000001,107,9
35972,DAISY FOLKART HEART DECORATION,120.0,96,16
90161A,ANT COPPER RED BOUDICCA BRACELET,119.91000000000001,24,21
90124B,BLUE MURANO TWIST NECKLACE,119.89,12,11
90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,119.84,32,24
90122C,TURQUOISE CRYSTAL+GLASS BRACELET,119.23,24,11
10080,GROOVY CACTUS INFLATABLE,119.08999999999999,303,22
84709B,PINK OVAL JEWELLED MIRROR,119.0,20,11
85114b,IVORY ENCHANTED FOREST PLACEMAT,118.86000000000001,36,14
21095,SET/6 POSIES PAPER PLATES,118.72999999999999,125,14
84507B,STRIPES DESIGN MONKEY DOLL,118.72999999999999,39,22
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,118.4,85,19
21032,SPACE CADET WHITE,117.78,97,30
90184A,AMBER CHUNKY BEAD BRACELET W STRAP,117.73,13,9
90183A,AMBER DROP EARRINGS W LONG BEADS,117.24000000000001,40,23
84741C,CITRUS GARLAND FELT FLOWERS ,117.0,60,14
72780,BLACK SILOUETTE CANDLE PLATE,116.44999999999999,137,20
51020A,SUMMER FUN DESIGN SHOWER CAP,116.32999999999998,325,18
72812,LARGE ZINC GLASS CANDLEHOLDER,116.06,34,11
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,115.50000000000001,55,8
16052,TEATIME PUSH DOWN RUBBER,115.3,479,13
23185,FRENCH STYLE STORAGE JAR JAM,114.85,317,30
23151,ZINC SWEETHEART SOAP DISH,114.33000000000001,61,21
90130B,TURQ STONE/CRYSTAL EARRINGS,113.97,39,31
47518F,ICON PLACEMAT POP ART ELVIS,113.64,827,28
72801D,4 SKY BLUE DINNER CANDLES,113.21,75,18
20795,LARGE BLUE PROVENCAL CERAMIC BALL,113.05000000000001,49,11
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,112.55999999999999,126,26
90003D,CRYSTAL PAIR HEART HAIR SLIDES,112.26,30,16
90096,NECKLACE+BRACELET SET BLUE BLOSSOM,112.21,45,26
21678,PAISLEY PATTERN  STICKERS,111.86,125,32
21814,HEART T-LIGHT HOLDER ,111.77,74,15
90214A,"LETTER ""A"" BLING KEY RING",111.66,130,56
90036E,"FLOWER GLASS GARLD NECKL36""AMETHYST",110.95,14,11
47503H,ASS FLORAL PRINT SPIRIT LEVEL ,110.86,100,37
90185C,BLACK DIAMANTE EXPANDABLE RING,110.09,26,10
90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,110.03,95,19
20731,POSY CANDY BAG,109.96,92,16
85167B,BLACK GRAND BAROQUE PHOTO FRAME,109.94,50,8
84925F,PSYCHEDELIC WALL THERMOMETER,109.92999999999999,79,14
90124C,GREEN MURANO TWIST NECKLACE,109.53999999999999,11,8
85096,HILDA CANDY SPOT RABBIT,109.23,25,16
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,108.71000000000001,33,15
21372,MIRRORED WALL ART TABLE LAMP,107.75,75,33
35916C,PINK FELT HANGING HEART W FLOWER,107.72,106,20
17090A,LAVENDER INCENSE 40 CONES IN TIN,107.44999999999999,109,10
85129C,BEADED CRYSTAL HEART BLUE SMALL,107.31,80,15
23626,SET 10 CARDS DINKY TREE 17076,107.07000000000001,43,16
90125A,PINK BERTIE GLASS BEAD BAG CHARM,106.24,115,10
35819B,"ACRYLIC HANGING JEWEL,BLUE",106.05,268,24
20657,TROPICAL LUGGAGE TAG,105.91,73,33
35818P,"ACRYLIC JEWEL ICICLE, PINK",105.83,263,19
20898,VINTAGE NOTEBOOK TRAVELOGUE,105.73,38,13
90016A,SILVER/M.O.P PENDANT ORBIT NECKLACE,105.71000000000001,17,7
85040a,S/4 PINK FLOWER CANDLES IN BOWL,105.28,32,21
22039,BOTANICAL LILY GIFT WRAP,105.0,250,7
21904,HOUSE WRECKING METAL SIGN ,105.0,50,23
84661C,PINK SQUARE TABLE CLOCK,104.84,71,14
35920,FOUR RABBIT EASTER DECORATIONS,104.84,72,15
84461,12 PINK HEN+CHICKS IN BASKET,104.55,41,14
90122A,PINK CRYSTAL+GLASS BRACELET,104.53,21,14
17084P,DRAGONS BLOOD INCENSE,104.44,423,39
20796,SMALL BLUE PROVENCAL CERAMIC BALL,103.93999999999998,62,9
79144B,PAINTED LIGHTBULB STAR+ MOON,103.22999999999999,180,53
90032,IVORY SHELL HEART NECKLACE,103.13,21,8
22879,NUMBER TILE VINTAGE FONT 0,102.46,70,16
90063A,WHITE VINT ART DECO CRYSTAL NECKLAC,102.0,12,8
90196A,PURPLE GEMSTONE NECKLACE 45CM,102.0,8,5
90148,LONG SILVER NECKLACE PASTEL FLOWER,101.73,8,6
20701,PINK CAT FLORAL CUSHION COVER ,100.97,25,18
35637C,PINK STRING CURTAIN WITH POLE,100.86,30,9
16033,MINI HIGHLIGHTER PENS,100.79999999999998,840,4
35911B,PINK/FLOWER RABBIT EGG WARMER ,100.76,119,15
gift_0001_40,Dotcomgiftshop Gift Voucher £40.00,100.69999999999999,3,3
21370,MIRRORED WALL ART FOXY,100.66000000000001,16,9
90010B,BLACK/WHITE GLASS/SILVER BRACELET,100.08999999999999,11,7
23611,SET 10 CARDS RED RIDING HOOD 17214,99.60000000000001,40,16
90081C,LILY BROOCH OLIVE COLOUR,99.60000000000001,20,15
22407,MONEY BOX FIRST ADE DESIGN,99.28,94,24
23464,VINTAGE ZINC WATERING CAN SMALL,99.2,18,8
17091A,LAVENDER INCENSE IN TIN,98.91,171,25
84510c,SET OF 4 POLKADOT COASTERS,98.7,40,23
84898F,YELLOW FLOWERS FELT HANDBAG KIT,98.63000000000001,46,19
79144C,PAINTED LIGHTBULB RAINBOW DESIGN,98.11999999999999,152,51
90101,WHITE FRANGIPANI NECKLACE,98.07,39,17
84723,CHERRY BLOSSOM CANVAS ART PICTURE,97.95,41,6
47369B,BLUE GREEN EMBROIDERY COSMETIC BAG,97.13,35,22
90185B,AMETHYST DIAMANTE EXPANDABLE RING,97.02,23,12
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,96.88999999999999,137,11
90204,PAIR OF ENAMEL BUTTERFLY HAIRCLIP,96.86,29,18
84801A,PINK HYDRANGEA ART FLOWER,96.60000000000001,46,5
90019B,GOLD M.O.P ORBIT BRACELET,96.52000000000001,18,18
72801c,4 ROSE PINK DINNER CANDLES,95.94,39,25
21722,SWEET PUDDING STICKER SHEET,95.52999999999999,98,36
90174,BUTTERFLY HAIR BAND,95.41999999999999,38,21
21777,RECIPE BOX WITH METAL HEART,95.4,12,6
90036D,"FLOWER GLASS GARLAND NECKL.36""BLACK",95.35000000000001,12,5
90146,FINE SILVER NECKLACE W PASTEL FLOWE,95.35000000000001,17,7
90178A,AMBER CHUNKY GLASS+BEAD NECKLACE,95.25,8,8
20653,CHERRY BLOSSOM LUGGAGE TAG,95.17999999999999,73,33
84527,FLAMES SUNGLASSES PINK LENSES,95.1,52,8
84666,SQUARE CHERRY BLOSSOM CABINET,94.80000000000001,24,4
90133,TEAL/FUSCHIA COL BEAD NECKLACE,94.43,19,13
47369A,PINK GREEN EMBROIDERY COSMETIC BAG,93.19,33,20
20773,BLUE PAISLEY NOTEBOOK,92.39999999999999,56,23
82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",92.38,71,18
90018B,GOLD M.O.P ORBIT DROP EARRINGS,92.28,22,17
35933,PINK STOCKING CHRISTMAS DECORATION,92.21000000000001,226,19
85132a,CHARLIE + LOLA BISCUITS TINS,92.19999999999999,8,8
82615,PINK MARSHMALLOW SCARF KNITTING KIT,91.8,36,1
90030C,BROWN KUKUI COCONUT SEED NECKLACE,91.7,77,11
90175B,PINK GLASS CHUNKY CHARM BRACELET,91.68,10,9
20662,FIRST CLASS HOLIDAY PURSE ,90.42,31,20
85230F,JASMINE VOTIVE CANDLE,90.33999999999999,338,12
90163A,PINK ROSEBUD & PEARL NECKLACE,90.32,12,9
90022,EDWARDIAN DROP EARRINGS JET BLACK,90.2,24,20
72051S,BAG OF SILVER STONES,89.52999999999999,130,13
35400,WOODEN BOX ADVENT CALENDAR ,89.5,10,5
20892,SET/3 TALL GLASS CANDLE HOLDER PINK,89.22,4,3
90123A,PINK HEART OF GLASS BRACELET,89.12,15,9
35833P,4 PINK FLOCK CHRISTMAS BALLS,88.47,49,22
84984A,GREEN PEONY CUSHION COVER,88.35000000000001,19,6
84306,S/3 PINK SQUARE PLANTERS ROSES,88.22,10,9
90166,PINK & WHITE ROSEBUD RING,88.04,21,15
90129F,RED GLASS TASSLE BAG CHARM,88.03,40,16
84989a,75 GREEN FAIRY CAKE CASES,87.51,42,25
20869,GOLD FABRIC MIRROR,86.76,180,29
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,86.75,77,23
23614,SET 10 CARDS 12 DAYS WRAP  17058,86.58000000000001,26,11
90003E,GREEN PAIR HEART HAIR SLIDES,86.11,23,14
84531B,BLUE KNITTED EGG COSY,85.61,155,28
79403,FROSTED WHITE BASE ,85.52,95,15
75172,PAINTED SEA SHELL METAL WINDCHIME,85.31,93,8
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,85.13,19,15
20821,GOLDIE LOOKING MIRROR,84.15,17,6
16169K,WRAP FOLK ART,84.0,200,8
20941,FROG CANDLE,83.78,64,19
90072,RUBY DROP CHANDELIER EARRINGS,83.42,21,14
22016,Dotcomgiftshop Gift Voucher £100.00,83.33,1,1
90123C,GREEN HEART OF GLASS BRACELET,83.29,14,6
23442,12 HANGING EGGS HAND PAINTED,83.2,40,7
90129A,PINK GLASS TASSLE BAG CHARM ,82.97999999999999,45,20
84881,BLUE WIRE SPIRAL CANDLE HOLDER,82.57,12,6
21690,SILVER  CANDLEPOT JARDIN ,82.5,22,7
35968,FOLK ART METAL HEART T-LIGHT HOLDER,82.1,163,19
35638A,PINK AND BLACK STRING CURTAIN,82.1,38,5
16049,TEATIME GEL PENS ASST,82.08,504,5
90108,BLUE BLOSSOM HAIR CLIP,81.96000000000001,70,12
20664,TROPICAL HOLIDAY PURSE ,81.66,32,18
71496A,A4 WALL TIDY BLUE OFFICE,80.96000000000001,127,12
90175C,BLUE GLASS CHUNKY CHARM BRACELET,80.55,9,6
21226,POCKET MIRROR WOODLAND,80.55,93,20
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",80.46,174,27
84927E,FLOWERS TILE HOOK,80.16000000000001,59,13
90129C,GREEN GLASS TASSLE BAG CHARM,79.76,35,16
90124A,PINK MURANO TWIST NECKLACE,79.66,8,6
90162B,ANT SILVER LIME GREEN BOUDICCA RING,79.65,27,10
84984B,RED PEONY CUSHION COVER ,79.05000000000001,17,5
21278,VINTAGE KITCHEN PRINT PUDDINGS,79.05,31,7
72811,SMALL ZINC/GLASS CANDLEHOLDER,78.92999999999999,53,8
90039D,FIRE POLISHED GLASS BRACELET GREEN,78.69,21,9
37479B,CUBIC MUG FLOCK BLUE ON BROWN,78.09,131,21
90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,77.91,13,8
90086,CRYSTAL FROG PHONE CHARM,77.78999999999999,102,28
90129E,PURPLE GLASS TASSLE BAG CHARM,77.03999999999999,42,14
20980,36 PENCILS TUBE POSY,76.91,79,20
84531A,PINK KNITTED EGG COSY,76.69,147,29
35916B,BLUE FELT HANGING HEART WITH FLOWER,76.68,91,32
46000P,POLYESTER FILLER PAD 65CMx65CM,76.5,18,6
84840,SWEETHEART CARRY-ALL BASKET,76.44,6,6
90099,NECKLACE+BRACELET SET BLUE HIBISCUS,76.38,27,16
90063B,BLACK VINT ART DEC CRYSTAL NECKLACE,76.32,9,6
90177C,DROP DIAMANTE EARRINGS CRYSTAL,76.23,26,14
16207B,PINK HEART RED HANDBAG,76.14,29,18
20798,CLEAR MILKSHAKE GLASS,75.60000000000001,36,5
21946,PARTY TIME DESIGN FLANNEL,75.35,86,25
21413,PERIWINKLE T-LIGHT HOLDER,75.02,48,17
84847,FLORAL BATHROOM SET,75.0,20,11
gift_0001_10,Dotcomgiftshop Gift Voucher £10.00,74.97,9,8
84968d,SET OF 16 VINTAGE RED CUTLERY,74.88,3,3
84251G,"GREETING CARD, OVERCROWDED POOL.",74.7,270,53
90118,PINK DAISY BAG CHARM,74.64,30,19
85132b,CHARLIE AND LOLA TABLE TINS,74.60999999999999,9,9
85198,ASSORTED FARMYARD ANIMALS IN BUCKET,74.58,90,9
21087,SET/6 POSIES PAPER CUPS,74.57000000000001,141,16
90059A,DIAMANTE HAIR GRIP PACK/2 CRYSTAL,74.53,45,27
90081A,LILY BROOCH AMETHYST COLOUR,74.25,15,8
90098,NECKLACE+BRACELET PINK BUTTERFLY,73.95,29,10
90177D,DROP DIAMANTE EARRINGS PURPLE,73.53,25,14
90214C,"LETTER ""C"" BLING KEY RING",72.77,91,33
90103,PURPLE FRANGIPANI NECKLACE,72.66,29,16
84231,EASTER BUNNY WITH BASKET ON BACK,72.63,108,20
20960,WATERMELON BATH SPONGE,72.49,29,10
90030A,SPOTTED WHITE NATURAL SEED NECKLACE,72.0,72,7
85197,SET OF 12 MINI BUNNIES IN A BUCKET,71.4,34,19
90036C,"FLOWER GLASS GARLAND NECKL.36""BLUE",71.4,9,5
17014A,ORIGAMI VANILLA INCENSE CONES,71.19,155,8
20933,YELLOW POT PLANT CANDLE,71.05,23,9
90214S,"LETTER ""S"" BLING KEY RING",71.0,94,41
90211A,DIAMOND LAS VEGAS NECKLACE 45CM,70.97,12,8
47589,CONGRATULATIONS BUNTING,70.85000000000001,13,3
84251B,"GREETING CARD, STICKY GORDON",70.78,245,53
51020B,STRIPY DESIGN SHOWER CAP,70.57,197,15
84927A,WAKE UP COCKEREL TILE HOOK,70.45,50,18
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,70.27,79,11
90051,CRACKED GLAZE NECKLACE RED,70.16,10,7
16161G,WRAP BAD HAIR DAY,70.0,700,22
16020C,CLEAR STATIONERY BOX SET ,69.89999999999999,84,17
90125C,TURQUOISE BERTIE GLASS BEAD CHARM,69.85,77,7
46126A,ELVIS WALLHANGING / CURTAIN,69.84,52,8
90199A,5 STRAND GLASS NECKLACE BLACK,69.63,11,6
84549,CROCHET WHITE RABBIT KEYRING ,69.38,38,7
81952V,ROUND PURPLE CLOCK WITH SUCKER,69.35,365,24
90019C,SILVER BLACK ORBIT BRACELET,68.73,13,11
85188B,PINK METAL SWINGING BUNNY,68.69999999999999,78,10
90151,SILVER/NATURAL SHELL NECKLACE,68.0,8,4
90194,SILVER LARIAT BLACK STONE EARRINGS,67.87,16,10
90000B,MIDNIGHT BLUE COPPER FLOWER NECKLAC,67.83,11,7
90155,RESIN NECKLACE W PASTEL BEADS,67.62,9,7
84874B,BLUE TRAVEL FIRST AID KIT,67.50999999999999,41,14
85049B,LUSH GREENS RIBBONS,67.5,54,13
82011A,"BATHROOM SCALES, TROPICAL BEACH",67.5,18,12
35916A,YELLOW FELT HANGING HEART W FLOWER,67.39,87,29
90144,SILVER DROP EARRINGS WITH FLOWER,67.36,18,14
90024B,NEW BAROQUE B'FLY NECKLACE RED,67.28,8,6
90040B,MURANO STYLE GLASS BRACELET BLACK,66.7,18,11
35819P,"ACRYLIC HANGING JEWEL,PINK",66.55,95,7
84686,BEACH HUT MIRROR,66.39,49,8
17011F,ORIGAMI SANDLEWOOD INCENSE+FLOWER,66.36000000000001,81,7
37444A,YELLOW BREAKFAST CUP AND SAUCER,66.35000000000001,53,18
72807a,SET/3 ROSE CANDLE IN JEWELLED BOX,66.32,8,5
20663,QUEEN OF THE SKIES HOLIDAY PURSE ,66.26,25,20
85008,SET OF 3 CONEY ISLAND OVAL BOXES,66.12,13,8
20835,FRENCH LATTICE CUSHION COVER ,65.8,67,8
90214L,"LETTER ""L"" BLING KEY RING",65.03999999999999,94,37
84247K,"FOLK ART GREETING CARD,pack/12",64.9,22,9
84247N,PACK/12 BLUE FOLKART CARDS,64.9,22,18
84859B,BLUE DISCO HANDBAG,64.81,31,11
90186B,CRYSTAL HOOP EARRING FLORAL LEAF,64.58,22,15
90202D,PINK ENAMEL FLOWER HAIR TIE,64.46000000000001,22,11
90202A,PURPLE ENAMEL FLOWER HAIR TIE,64.28,22,15
21031,SPACE CADET BLACK,64.24,52,19
90036F,"FLOWER GLASS GARLD NECKL36""TURQUOIS",64.08,8,5
90181A,AMBER GLASS/SHELL/PEARL NECKLACE,64.04,7,7
21692,SILVER LATTICE VANILLA CANDLE POT,63.75,17,7
84875D,BLUE SQUARE COMPACT MIRROR,63.75,51,8
84673A,PINK FLY SWAT,63.720000000000006,92,43
72133,COLUMBIAN CANDLE RECTANGLE,63.51,45,16
90196B,BLACK GEMSTONE NECKLACE 45CM,63.480000000000004,5,5
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",63.28000000000001,162,5
62094B,TURQ ICE CREAM BUM BAG ,63.209999999999994,19,8
90141A,GREEN PENDANT TRIPLE SHELL NECKLACE,63.11,12,10
S,SAMPLES,63.05,2,2
22145,CHRISTMAS CRAFT HEART STOCKING ,63.0,30,1
84452,METAL RABBIT LADDER EASTER ,62.9,74,16
17012E,ORIGAMI OPIUM INCENSE/CANDLE SET ,62.64,44,10
40046A,RED DAISY PAPER LAMPSHADE,62.5,50,6
84760S,SMALL HANGING GLASS+ZINC LANTERN,62.349999999999994,43,8
72351a,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,62.269999999999996,15,12
85160B,BLACK BIRD GARDEN DESIGN MUG,62.239999999999995,106,16
84247L,FAWN AND MUSHROOM GREETING CARD,62.06,128,19
20848,ZINC HEART LATTICE CHARGER SMALL,61.95,21,8
90210B,CLEAR ACRYLIC FACETED BANGLE,61.56,41,7
90087,CRYSTAL SEA HORSE PHONE CHARM,61.459999999999994,107,25
16151A,FLOWERS HANDBAG blue and orange,61.25,49,3
90183B,AMETHYST DROP EARRINGS W LONG BEADS,61.08,21,17
71495B,CD WALL TIDY RED FLOWERS,61.05,163,8
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,60.84,36,2
90214K,"LETTER ""K"" BLING KEY RING",60.699999999999996,78,38
84984D,ORIENTAL RED CUSHION COVER ,60.45,13,4
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,60.0,32,4
90031,BILI NUT AND WOOD NECKLACE,59.89,50,7
90206A,GOLD DIAMANTE STAR BROOCH,59.800000000000004,12,9
23629,SET 10 CARDS DRESSING UP 17077,59.760000000000005,24,10
84985A,SET OF 72 GREEN PAPER DOILIES,59.449999999999996,41,18
21910,WAY OUT METAL SIGN ,59.39999999999999,36,8
79071B,ENGLISH ROSE METAL WASTE BIN,59.0,20,11
90202C,GREEN ENAMEL FLOWER HAIR TIE,58.71,20,14
20760,GARDEN PATH POCKET BOOK,58.65,69,21
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,58.64999999999999,23,4
72134,COLUMBIAN  CUBE CANDLE ,58.62,105,11
90190C,SILVER/AMETHYST DROP EARRINGS LEAF,58.43,20,19
84877A,PINK ROUND COMPACT MIRROR,58.16,40,4
90082D,DIAMANTE BOW BROOCH BLACK COLOUR,58.03,9,5
72802a,ROSE SCENT CANDLE IN JEWELLED BOX,58.029999999999994,7,2
71406C,BLACK ORANGE SQUEEZER,57.96,138,21
90210A,GREY ACRYLIC FACETED BANGLE,57.55,34,10
84597C,RETRO PINK BALL ASHTRAY ,57.5,46,13
84466,TOP SECRET PEN SET,57.5,46,10
72801G,4 BURGUNDY WINE DINNER CANDLES,57.46,45,13
85006,SET 4 NURSERY DES ROUND BOXES,57.25,55,9
90214J,"LETTER ""J"" BLING KEY RING",57.21,71,41
21460,GREEN EASTER EGG HUNT START POST,56.779999999999994,28,11
90199B,5 STRAND GLASS NECKLACE AMETHYST,56.59,9,8
44236,PINK/PURPLE CIRCLE CURTAIN,56.52,52,6
90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,56.31,15,10
47341B,BLUE TABLE RUN FLOWER,56.25,45,11
90038A,GLASS AND PAINTED BEADS BRACELET TO,56.15,15,10
90050,CRACKED GLAZE NECKLACE IVORY,55.72,8,4
84679,CLASSICAL ROSE TABLE LAMP,55.7,6,2
16046,TEATIME PEN CASE & PENS,55.25,65,14
90023,FILIGREE DIAMANTE EARRINGS,55.02,13,9
84750B,BLACK SMALL GLASS CAKE STAND,54.99,61,12
90071,RUBY GLASS CLUSTER EARRINGS,54.62,44,33
72132,COLUMBIAN CUBE CANDLE,54.599999999999994,28,12
21336,GOLD WASHBAG,54.57,27,10
90040C,MURANO STYLE GLASS BRACELET GOLD,54.42,15,10
20759,CHRYSANTHEMUM POCKET BOOK ,54.4,64,20
90040A,MURANO STYLE GLASS BRACELET RED,54.290000000000006,14,5
79323B,BLACK CHERRY LIGHTS,54.0,8,1
20793,BLUE TILED TRAY,54.0,8,4
84251C,"GREETING CARD, TWO SISTERS.",53.88,127,40
90012A,MIDNIGHT BLUE DROP CRYSTAL NECKLACE,53.760000000000005,11,5
90035A,"PEARL & SHELL 42""NECKL. GREEN",53.62,5,3
20851,ZINC HEART LATTICE TRAY OVAL ,53.550000000000004,9,7
47586A,PINK FAIRY CAKE CUSHION COVER,53.55,21,8
20756,GREEN FERN POCKET BOOK,53.55,63,22
90123B,TURQUOISE HEART OF GLASS BRACELET,53.42,9,5
90211B,JET BLACK LAS VEGAS NECKLACE 45CM,53.260000000000005,9,6
90214E,"LETTER ""E"" BLING KEY RING",53.199999999999996,72,30
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,52.8,32,8
90163B,WHITE ROSEBUD & PEARL NECKLACE,52.72,7,5
90168,2 DAISIES HAIR COMB,52.56,18,12
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,52.5,38,3
84842,HELLO SAILOR BATHROOM SET,52.5,14,9
90176D,DIAMANTE NECKLACE PURPLE,52.5,7,4
90138,WHITE/PINK MINI CRYSTALS NECKLACE,52.42,10,7
90141C,TURQ PENDANT TRIPLE SHELL NECKLACE,52.31,10,8
35265,COLOURFUL FLOWER FRUIT BOWL,52.2,17,12
84927D,LA PALMIERA TILE HOOK,51.86,47,14
85028S,FRENCH CHATEAU SMALL FRUITBOWL,51.599999999999994,24,8
90205A,LARGE MINT DIAMANTE HAIRSLIDE,51.51,31,16
84597B,RETRO BROWN BALL ASHTRAY ,51.25,41,5
